rsum gene_name
17850 Gm43445
17849 Slc25a33
17844 Zfp944
17837 Sox11
17833 Zfp777
17832 Ythdf1
17825 Rab4a
17824 Anapc16
17824 Il6st
17818 Slc30a3
17807 Gm57146
17789 Trp53bp2
17778 Vbp1
17764 6530409C15Rik
17763 Qtrt2
17761 Kbtbd11
17758 Ddrgk1
17757 Actr8
17749 Ubtf
17747 Csnk1e
17743 Dusp14
17736 Fis1
17733 Pkib
17732 Zfp976
17730 Csgalnact2
17729 Rnls
17722 Lmf1
17720 Orc6
17720 Bsg
17717 Entpd7
17716 Rbsn
17711 Ak3
17709 Plekha8
17705 Agrp
17704 4933439C10Rik
17701 4932443L11Rik
17699 Calr
17697 Ndufa12
17695 Dpf2
17694 Ripor1
17681 Mex3c
17678 Fscn1
17674 6330403K07Rik
17668 Fa2h
17661 Blm
17653 Hspbap1
17651 Carmil3
17644 Gm973
17638 Ptpru
17637 Gm15680
17637 Atp5j
17632 Nit1
17631 Gk5
17629 Nelfb
17626 Spice1
17625 Gm17231
17617 Vps16
17614 Pepd
17597 Alkbh5
17595 Mfsd13a
17590 Tarbp1
17587 Gm20063
17584 Nt5c3b
17574 Tram1
17574 Rmnd5b
17569 Catsper2
17561 Pnma8b
17555 Gm13963
17554 Lman1
17553 Gm38251
17552 Yipf4
17550 Rell2
17545 Tubgcp2
17543 Tmtc4
17542 Nt5m
17540 Uchl5
17537 Psd2
17536 Polr3f
17522 Sfxn2
17519 Gm29683
17518 Ssbp1
17518 Apaf1
17513 Babam1
17503 Plpp4
17503 Supv3l1
17501 Dtx4
17499 Dffa
17489 Ckmt1
17488 Rars
17486 Blzf1
17485 Asah2
17481 4931406C07Rik
17477 Adamts2
17472 Efcab6
17462 Metap1
17462 Dnaaf11
17459 P2ry12
17457 Set
17453 Fam199x
17433 Pttg1ip
17432 Commd1
17431 Slc22a5
17423 Arhgap22
17418 Tmem47
17415 Sft2d1
17414 Bri3bp
17414 Vac14
17411 Cdk5rap1
17404 Cdc26
17396 Prkaa1
17391 Cox19
17386 Cebpg
17374 Sh3rf2
17372 C9orf72
17371 Lgmn
17368 Pde3a
17367 Ccnk
17364 Taok2
17363 Lyzl4
17361 Mtmr4
17355 Zbed4
17352 Ncstn
17347 Dvl3
17344 Palmd
17337 Parva
17330 Slc6a20a
17317 Mterf3
17316 Ltbp4
17316 Amer2
17307 Dctn5
17305 Ppp2cb
17304 Ano8
17301 Ctps
17301 Trim39
17300 Gm30054
17276 Hdac6
17257 Gm49969
17250 Gm27008
17243 Ermard
17236 Ipmk
17231 Akap1
17231 Zfp955a
17229 Irak1bp1
17228 Ebf4
17223 Tmem145
17216 Ift46
17208 Dpysl4
17207 E430024P14Rik
17205 Stk10
17202 Fn3k
17202 Armcx1
17195 Tmc7
17195 Per1
17184 Phf2
17181 Slc25a37
17179 Pip4p1
17179 Fam162a
17177 Prcp
17173 Lin54
17163 Rell1
17161 Bicd2
17147 Zfp68
17146 Coil
17137 Zfp788
17136 Nipal3
17133 Rragc
17132 Fbxo16
17125 Man2c1
17122 2610021A01Rik
17121 E530011L22Rik
17110 Impa1
17102 Psmf1
17099 Rgs4
17097 Bag4
17086 Pou3f3
17083 Calm3
17082 Coro2a
17082 Srp68
17081 Rpsa
17081 Atad5
17079 Gpr22
17076 Lrrc41
17075 Scoc
17075 Cacna1h
17069 Commd3
17069 Rps29
17068 Gm12002
17060 Tspan17
17043 Strip1
17039 Apod
17038 Teddm2
17028 Jpt1
17027 Rcbtb2
17025 Adra1b
17021 Thap4
17019 Hps3
17017 Pdgfd
17016 Gin1
17006 Gm40578
17004 Lrriq1
16999 Pcid2
16992 C030029H02Rik
16976 Rpl14
16971 Gm13883
16967 Cckbr
16961 Cc2d1b
16956 Fgd1
16951 Trim11
16951 Slc16a6
16948 Tspan2
16940 Dync2i2
16938 Mrps15
16918 Tmem169
16914 Acp2
16910 Clu
16908 Filip1l
16901 Snrpd1
16896 Rps19
16892 Cecr2
16890 2610044O15Rik8
16888 Asphd2
16869 Kcnk12
16865 Hars2
16863 Slc5a3
16860 Ccdc77
16854 Zfp286
16853 Arsg
16845 Rpl34
16835 Fam8a1
16833 Hmgcl
16833 Psma4
16824 2810004N23Rik
16823 Vps11
16821 4930598N05Rik
16814 Cers1
16807 Arl5b
16803 Manbal
16802 Igfn1
16802 A230001M10Rik
16802 Gsap
16800 Nufip1
16794 Gm36198
16788 Rad51ap2
16778 Cuedc2
16776 Prkx
16771 Rps11
16770 Tmem80
16768 Ccdc59
16765 Ttf1
16763 Aamdc
16760 Ncbp2as2
16758 Rfx1
16757 Paqr9
16755 Cox11
16754 Tvp23a
16751 Med25
16749 Ninl
16747 Hspbp1
16739 Angptl2
16736 Slc48a1
16735 Prss12
16735 Pgap4
16731 Dcp2
16730 Usp42
16727 Tsc2
16726 Slc25a42
16723 Rnf123
16718 Zfp560
16707 Marcks
16706 Mrpl38
16697 Pygo1
16690 Entrep3
16690 Tipin
16686 Cic
16684 Per2
16680 Arl8a
16680 Ppfibp2
16679 Sec11c
16677 Spag6l
16673 Plcxd2
16671 Gm15283
16670 Wdr73
16669 Vamp1
16654 Mat2b
16653 Grem2
16646 Tmem50a
16646 Bex3
16629 Cep57
16626 Fam20c
16612 Hdhd2
16605 5330439K02Rik
16601 Gcfc2
16572 Trim66
16572 Cfap68
16571 Hinfp
16567 Aida
16567 Acsl5
16566 Plekhh1
16563 Prorp
16557 Tbp
16554 Gm10848
16550 Rnf166
16550 Skic8
16546 Ptov1
16541 Lonp1
16537 Pnkp
16534 Ube4bos1
16533 Slc35f5
16533 Syt3
16531 Iftap
16526 Lpcat2
16523 Nectin1
16521 Proser1
16521 Sugct
16517 Ptk7
16506 Slc39a13
16505 Med24
16504 Optn
16504 Gm38413
16502 Lin7c
16500 Sema6b
16497 Plek
16497 Gm11659
16496 Gm47167
16495 Vgf
16476 Slc26a8
16472 Wiz
16469 Fsd1
16468 A830031A19Rik
16466 Atp5d
16460 Zfp956
16459 Npr2
16456 Lamtor4
16452 Hars
16447 Tctn3
16443 Gm14858
16437 Dhx29
16436 Naxd
16434 Trmu
16422 Maml1
16422 Prpf8
16411 Ap1s1
16408 L2hgdh
16405 Rragd
16405 Ahsa2
16404 Ryr1
16404 Mta1
16399 Gm28050
16396 Afap1l1
16395 Nadk2
16394 Naf1
16392 Limk1
16380 Ptgr2
16372 AW822252
16369 Gm12258
16364 Aldh6a1
16361 Tgfa
16359 Gstcd
16352 Rpl10a
16352 Mrps10
16351 Elf1
16351 Atg2a
16348 Ddx31
16343 Itpkb
16342 Arhgap1
16338 Arvcf
16335 Slc6a8
16332 Phf10
16331 Ccdc173
16330 Rpl26
16324 Zdhhc5
16318 Fgd6
16317 Tmem39b
16289 Neurod2
16288 Scamp2
16286 Tmed5
16284 Eogt
16279 Paip2b
16275 Cck
16272 Ube2d-ps
16267 Slc1a4
16267 Pram1
16263 Bcas2
16260 Mob3b
16257 8430429K09Rik
16237 Rassf3
16236 Eef1akmt1
16235 2810403D21Rik
16229 Ncln
16226 Rps20
16226 Camkk1
16222 Kcnh4
16215 Gm12743
16205 Mrps6
16201 Snx18
16196 Rpl8
16192 Flna
16191 Ccdc92b
16181 Stx4a
16167 Sidt2
16157 Acot13
16154 Ubl7
16153 Fgf9
16147 Nat10
16145 Mre11a
16142 Rbm14
16139 Arfgap3
16138 Cct8
16137 Whrn
16120 Tkt
16116 Zfp653
16114 Mettl17
16110 Wwtr1
16105 Oma1
16104 Mknk1
16102 Dcbld1
16100 Ccdc62
16097 Acad11
16096 Prdx2
16089 Rprml
16086 Ankra2
16081 Zc3h4
16077 Zfp317
16077 Arhgef37
16057 Gm20752
16054 Nox1
16046 Crot
16045 Hnrnpa1
16043 Rps3a1
16043 Bcl7c
16035 Ndor1
16034 Dancr
16033 Ier3ip1
16031 Polr3gl
16031 Pomt2
16029 Rhbdd2
16028 2300009A05Rik
16024 Sdad1
16021 Map3k9
16019 Gm20045
16015 Sbno2
16014 Slc30a4
16012 Tarbp2
16012 Pknox1
16005 Gm20319
16003 Sema4f
16001 Hic2
15996 Eif4ebp2
15995 Hspd1
15986 Cpox
15980 Gm16105
15967 Slc25a53
15958 Zfp239
15954 Rpl10
15948 Bcar1
15939 Rnpepl1
15931 Etfdh
15913 Pik3r4
15911 Nupl2
15910 Zfp598
15909 Dph7
15907 Setd1b
15904 Prkcsh
15900 1700085D07Rik
15899 Utp11
15898 Uqcr10
15893 Gm48003
15893 Tubgcp6
15889 Gm28198
15880 Mfsd8
15876 Ipo4
15875 Itga4
15874 Arpc5
15870 Bcap31
15864 Edc4
15864 Spag1
15863 Trpm4
15862 Hpcal4
15861 Yap1
15842 Zfp46
15831 Gm32926
15828 Rps18
15826 Gm14966
15816 Pfas
15815 Fndc4
15813 Grk6
15810 Tomm34
15804 Dnajb2
15804 Krcc1
15799 Nkap
15797 Prr12
15795 Prdm16
15790 Wdyhv1
15787 Psmd5
15785 Fbxw5
15785 Psmc3
15785 Gm15563
15781 Ccdc90b
15772 Derl1
15771 Atg14
15760 Zfp142
15760 Vegfc
15760 Pdcd11
15759 Gm14827
15754 Zfp112
15752 Osgepl1
15751 Phc1
15748 Dock5
15747 Calu
15742 Rab4b
15739 Rab3a
15733 Sh3gl1
15732 Gm15520
15732 Gm49003
15724 Rpl32
15713 Sod1
15703 Man2b1
15700 Rapgef3
15695 Vps26b
15694 Gpr180
15691 Gm37529
15687 Pcyox1
15687 Kxd1
15682 Mrpl42
15672 Fastk
15672 Kcnh8
15669 Rasgrp2
15665 4932441J04Rik
15664 Ipo13
15662 Grin2c
15661 Atosb
15661 Zfp780b
15658 Ndufa13
15654 Pdxk
15653 Efhd2
15641 Lgr5
15640 Aacs
15640 Cars2
15639 Sppl2b
15638 Zfp248
15637 Kbtbd2
15634 Zfp30
15632 ENSMUSG00000121502
15626 4833439L19Rik
15625 Tbc1d31
15620 Syne2
15603 Nacc2
15595 Lrrtm1
15593 Capns1
15591 Zbtb34
15589 Clcc1
15587 Nacc1
15574 Arl4a
15574 Atp5g2
15569 Slc9a5
15562 Dbt
15558 Gm45321
15556 C730002L08Rik
15554 Vipr1
15553 Crat
15552 Aste1
15541 Shkbp1
15540 Dimt1
15536 Tyk2
15533 Ppt2
15529 Ndufa5
15524 Sema7a
15523 Ppp2r1a
15521 Akap12
15520 Tm7sf3
15518 Hat1
15512 Hrh2
15511 Gm15614
15508 Zfp53
15506 Junos
15499 Gm6994
15495 Gm28379
15493 Sema4b
15490 Adal
15490 Arv1
15487 Cmc1
15484 Zgpat
15470 Dhcr24
15469 Hfm1
15459 Otof
15457 Ephb6
15456 Sbds
15449 Gm56495
15448 Tbc1d10b
15442 Rab34
15440 Tmem33
15438 Rsf1os1
15437 Nfu1
15433 Fap
15428 Csrnp2
15427 Dusp8
15426 Prpf38a
15424 4933413L06Rik
15400 Gm14634
15394 Gcnt7
15390 Wdr5
15390 Zfp866
15383 Ghitm
15381 Atad2
15378 Gm48765
15376 2900060N12Rik
15376 Kif6
15372 Mfap1a
15367 A830019P07Rik
15354 Slitrk3
15351 Rabepk
15348 Nol8
15322 Traf6
15322 Ids
15318 Vstm5
15314 Ctdp1
15312 Retreg2
15312 Lpar1
15310 Eif2s1
15308 BC005624
15306 Skp2
15304 Hint3
15303 B130055M24Rik
15288 Ercc8
15286 Lrfn1
15285 Lancl2
15283 Aspscr1
15282 Necab2
15276 Cep44
15261 Notch2
15261 Abcd4
15228 Selenof
15226 Dhps
15225 Ttpal
15220 Pigl
15218 Rhbdd1
15215 Ddx27
15214 Spryd3
15199 Ttbk2
15199 Ergic3
15198 Wbp11
15196 Map3k1
15194 Gm12064
15189 4833422C13Rik
15181 Cct7
15173 Mrps18a
15171 Csnk1g2
15157 Abhd14b
15155 Rbm34
15150 Nabp2
15146 Pianp
15146 Cntnap1
15142 Pld1
15140 Suclg2
15140 Smoc2
15139 Dbnl
15128 Acbd4
15121 Rundc1
15103 Rtel1
15102 Elovl4
15098 Gm34237
15093 Gart
15086 Pdcd2l
15084 Coq10a
15065 Gm31763
15062 Lamtor3
15062 9430015G10Rik
15062 Nup54
15055 Gskip
15054 Fbl
15040 Ubox5
15040 Cox6a1
15034 Letmd1
15031 G630016G05Rik
15031 Rexo2
15027 Bcar3
15024 Pyroxd1
15022 Lmnb1
15019 Traf7
15011 Cbx7
15010 Chac2
15009 Zbtb1
15009 Fez2
15005 Slc38a10
14995 Rpa1
14993 Rab26
14983 Klhl26
14977 Kbtbd3
14974 B230369F24Rik
14972 Gm14443
14969 Bloc1s2
14966 Trnau1ap
14959 Zfp952
14955 Prep
14952 Bmyc
14951 Itpa
14950 Efcab7
14940 Vps37d
14937 Shb
14934 Trmt10b
14928 Mri1
14924 Gm16124
14923 Shroom3
14921 Taf6
14917 Dcps
14917 Vmn2r85
14914 Prdx1
14913 Kit
14913 Psme3ip1
14909 Clic4
14906 Gm31508
14905 Pgk1
14894 Grip2
14894 Zfp974
14877 Bbln
14876 Cdc7
14872 Rps25
14863 Tsacc
14852 Pxylp1
14849 Grsf1
14848 Senp3
14841 Rimkla
14835 Atp5g1
14834 Gas8
14833 Mplkip
14833 Cul4b
14826 Fbrs
14813 Bnip1
14808 Nsa2
14803 Rab3b
14799 Lypd1
14799 Mt1
14791 Sh3pxd2b
14789 Arrdc3
14785 Cnih4
14777 Ndufb2
14776 Pfdn5
14776 Zfp24
14775 Alas1
14770 Iffo2
14765 Pgam5
14761 Tmem232
14759 Gm49417
14759 Siah3
14754 Heatr1
14747 Abhd17c
14747 Acad8
14747 Tpt1
14745 Txlna
14745 Fbxo32
14741 Fgfr3
14741 Ccs
14739 D330023K18Rik
14736 Ccdc15
14712 Zfand1
14704 A530058N18Rik
14696 Acad10
14693 Dpf1
14691 Zswim3
14684 Neurod6
14684 Ddx47
14680 Dnajc16
14679 Med20
14676 Zrsr2
14673 Snrnp200
14673 Clgn
14671 Zfp651
14671 Gm4221
14663 B3gat2
14645 Ctxn1
14640 Poc1b
14639 Zfp711
14638 Aim2
14637 Mpv17
14636 Asb8
14630 Ndufv3
14625 Vps36
14624 Tbc1d13
14623 Mindy4
14622 Plekho1
14622 Eapp
14618 Pgs1
14618 Gpc4
14617 Mrpl15
14617 2900076A07Rik
14615 Kcnc4
14613 Cbll1
14612 Ermp1
14611 Nphp3
14611 Gm14703
14603 Dele1
14601 Spred3
14598 Szrd1
14596 Map1s
14595 Tpcn1
14591 Mme
14587 Ddx41
14585 Psmc5
14585 Phax
14583 Trim26
14581 Ccdc127
14574 A430033K04Rik
14574 Mettl4
14567 Adamts16
14565 Arf5
14560 Gm57184
14559 Plekhm1
14558 Rpl22l1
14557 Mrpl4
14557 Cct4
14550 Idh2
14546 Ganc
14539 Rab22a
14536 Disc1
14535 Ninj2
14532 Mpp3
14532 Brd2
14529 Xpc
14526 Rabac1
14521 Usp5
14520 4930432B10Rik
14518 B4galnt1
14517 Mlh1
14513 Slc35b1
14511 Adck5
14508 1700030K09Rik
14506 Shisal1
14501 L3mbtl1
14501 Tagln3
14498 Mrps21
14494 Dnhd1
14491 Prxl2a
14488 Arl6ip6
14486 Txndc9
14482 Raver1
14470 Zfp983
14468 Gm48749
14467 Ppa1
14463 Tbc1d16
14459 Gm15594
14448 Dnajc25
14448 Ntn4
14447 Hspa5
14447 Tigd2
14445 Sirt5
14443 Cox6b1
14440 Rabl2
14436 Tbc1d2b
14431 Rsl1d1
14429 Ttc7
14427 Ankzf1
14419 Nbdy
14410 A330040F15Rik
14407 Acat2
14403 Lix1l
14399 Ubap1l
14399 Nup50
14397 C920021L13Rik
14390 Sema3d
14384 Gm40437
14382 Ddx23
14379 Ascc1
14378 Ftl1
14373 Ppat
14370 Hspb11
14368 Ssrp1
14360 Rnf6
14358 Creb3l2
14358 Tex264
14353 C2cd2l
14349 Akap5
14349 Rnf139
14347 Zfp362
14345 Tmx1
14343 Dbp
14326 Itfg2
14324 Oprd1
14323 Lmna
14318 Tbkbp1
14318 Trabd
14316 Gm15997
14301 B230208B08Rik
14300 Fam53a
14294 Ap1m1
14290 Slc36a4
14283 9530077C05Rik
14276 Puf60
14269 Tmem183a
14268 Ctbp1
14268 Arhgef6
14264 Slc12a9
14263 Traf3ip1
14260 Zbtb43
14255 Lsm12
14252 Rpl31
14249 Tmcc2
14242 Utp14b
14239 Slc25a44
14227 Dis3
14225 Hps1
14224 Grin2d
14211 Abcb10
14205 Fbxl18
14197 Ifnar1
14194 Gm27003
14191 Zfp808
14190 Gm31356
14187 Pfdn2
14187 Scpep1
14184 Napepld
14184 Wscd1
14180 Irs2
14180 Elp5
14173 E2f6
14170 Trpv2
14168 Vps33b
14166 Tnip2
14165 Brms1
14164 Phactr4
14161 P3h3
14158 Diablo
14154 Nfatc2
14151 Rrp1b
14148 Gm4631
14146 Tor1b
14143 Gm35417
14141 Errfi1
14135 Dtwd2
14128 Dtymk
14119 Ankrd46
14116 Rps9
14116 Rtcb
14115 Rpl22
14110 Clcn2
14105 Gpkow
14102 Snx15
14100 Gm26673
14099 Ano5
14096 Atp6v0e2
14095 Dram1
14092 Polr3c
14087 Mgat1
14087 Mtmr9
14084 Stac2
14081 Smad5
14078 Ccnd3
14077 Gne
14075 Josd1
14074 1110046J04Rik
14074 Atp13a4
14072 Katna1
14072 Ltbp3
14064 Derl2
14063 Rpap3
14062 Fmnl1
14060 1700123M08Rik
14055 Insyn2a
14049 A330049N07Rik
14042 Decr2
14041 Rdh10
14030 Septin9
14027 Prodh
14024 Ap2m1
14020 Lin7b
14016 Rccd1
14016 Cope
14005 Orai2
13999 Nkain1
13998 Ctns
13989 Pigs
13985 Aldh3a2
13985 4930503L19Rik
13967 Skp1
13963 Rtl1
13955 Fam53c
13951 Tmem59l
13946 Qsox2
13943 Kptn
13942 Kifc3
13931 Lemd2
13923 Sp3os
13923 Abcb8
13918 Dnajb12
13917 Zfp335os
13916 Atg4d
13912 Psma6
13911 Psmd3
13907 Nras
13903 Tmem263
13899 Pcsk6
13896 Rpap1
13896 Donson
13893 4930453N24Rik
13883 Macroh2a2
13876 Krt12
13875 Tcf7l1
13874 Kif9
13868 Rbbp8
13864 5530401A14Rik
13863 Mon1a
13863 Taf4b
13861 Dpp9
13858 Hexb
13855 Gm26936
13855 Neurl4
13848 Tspan33
13847 Hgf
13846 Dph5
13841 Resp18
13841 Timp4
13838 Adnp2
13834 Ints1
13829 Prrx1
13822 1810062O18Rik
13819 Abhd10
13817 Tfb2m
13805 Csrp1
13795 Tcf3
13794 Ulk1
13792 Nelfa
13782 Sumf2
13782 Zfp143
13779 Rap2b
13779 Syt12
13777 0610040F04Rik
13768 Gpr173
13767 Ifnar2
13762 9530062K07Rik
13762 Il33
13759 Ndufab1
13757 Tpp1
13756 Otud6b
13754 Ak2
13754 Taf12
13741 Rnf19b
13741 4930594M22Rik
13735 Sar1a
13733 Rpl29
13730 Nme1
13729 Them4
13729 Pou3f2
13729 Kri1
13724 Abhd5
13722 Acsbg1
13720 Vps26c
13713 Ndufa6
13711 Crcp
13710 Mettl26
13707 Sntb1
13706 Sox1ot
13702 Zfp809
13700 Trmt2b
13693 Rab11fip5
13688 Gm13601
13686 Igbp1
13669 Gatad1
13666 Pxmp4
13659 Zc3h8
13659 Usp30
13658 Fam163b
13657 Tmem240
13655 Ak6
13654 Pcsk2os1
13646 Adipor1
13646 Cdc42ep3
13645 Tmem64
13645 Dse
13643 Cnksr3
13634 Dus3l
13631 Snrpb
13618 Ubr7
13617 Kcnv1
13616 Eif1b
13616 Fance
13615 Tubb2a
13607 Tpgs2
13599 Arfgap2
13597 Bean1
13593 Tmem116
13585 ENSMUSG00000121596
13582 Tln1
13580 Naa12
13576 Tnfrsf11a
13573 A830082N09Rik
13569 Gm2516
13567 Lipe
13566 Tceal3
13562 Mppe1
13559 Golph3l
13558 Ubc
13558 Sox5os4
13551 Micall1
13551 Ap1s2
13550 Snx11
13549 Cep170b
13545 Mrnip
13545 Atf4
13544 Drc3
13541 Gm28320
13536 Vstm2b
13534 Igf1
13532 Gm13402
13531 Zfp180
13531 Lyrm9
13528 Smu1
13527 Mrps17
13527 Rps10
13525 Rps23
13524 Higd2a
13523 Endod1
13523 Gm26854
13517 Slc36a1
13517 Skap1
13516 Zfp606
13514 Bax
13512 Mcmdc2
13511 Nr6a1os
13507 Emc1
13507 Rgs12
13507 Trim17
13505 Tmem38b
13501 Timm10b
13501 Gm47664
13493 Tnks1bp1
13487 Psmc4
13479 Ndufb5
13479 Prr7
13474 Anapc2
13473 Rft1
13457 Ndufs2
13454 Klhl10
13453 Gm12592
13450 Ppp5c
13448 Ndufa9
13447 Uqcrq
13446 St6galnac6
13446 B3galnt1
13444 Gpx4
13439 AI504432
13439 Sf3a3
13439 Abcb4
13430 F8
13412 Cpsf4
13411 Tab1
13409 Pfkl
13403 Gm16894
13402 Snrpd3
13399 Prkrip1
13399 Adamts9
13395 Rab23
13391 Ints11
13390 Stoml1
13388 Rrm2b
13385 Car12
13382 Gm28756
13375 Msrb2
13374 Stard8
13371 Fam98b
13364 Abcb1b
13362 Npr3
13358 Mettl2
13353 Utp6
13353 Pdia6
13352 Ube2m
13352 Crym
13348 Lrsam1
13348 Slc16a11
13343 Smc2
13334 Sigmar1
13334 Ten1
13332 Stac
13329 Slco5a1
13328 Npas4
13324 Mpp1
13320 Tpi1
13319 Bahcc1
13318 Aup1
13315 Gm11817
13309 Pik3ip1
13302 Gtf2b
13300 1110002L01Rik
13294 Il11ra1
13290 Ostc
13288 Robo3
13287 Map3k14
13283 Smim10l1
13274 Gm57257
13274 Rp2
13270 Srsf9
13267 Rab5c
13267 Mettl3
13265 Dmac2
13246 Cyp20a1
13243 A730060N03Rik
13241 Gm57006
13240 Ccdc106
13233 Tmem168
13231 Cldn12
13230 Hcfc1
13229 Uap1
13229 Shq1
13221 Atp5k
13220 Snrnp27
13217 Celf6
13216 Abcg2
13213 Spcs3
13203 Qrsl1
13202 Mrps35
13198 Fbxo22
13198 Elac1
13194 Evc2
13192 Srfbp1
13191 Anks6
13190 Slc38a7
13189 Emc4
13189 Vps37c
13189 Pdha1
13185 Chkb
13182 Nup107
13180 Fibp
13178 Gm31282
13176 Wipi1
13174 Ntmt1
13172 Zfp995
13169 Slc16a4
13161 Adamts18
13161 Sumo3
13155 Litaf
13152 Tmem219
13150 Ctxnd1
13149 Mcrip1
13145 Cgrrf1
13138 Rad9b
13125 Dpcd
13123 Zfp655
13123 Ing3
13121 Ctsd
13121 Copb2
13116 Rfc2
13115 Tmbim4
13113 Cwc25
13109 Mmadhc
13108 Dpy30
13106 Atp13a5
13103 Tfe3
13096 Edem2
13093 Tyw5
13089 Kctd18
13088 Wdr83
13083 Cpsf2
13079 Pogk
13075 Pigg
13072 Rcc1l
13072 Tmem25
13062 Sdc3
13060 Czib
13053 Pde5a
13053 Gm6712
13049 Flii
13049 Wrnip1
13048 Nek10
13039 Klhdc3
13035 Tgoln1
13035 Map1lc3b
13018 Kdm6b
13015 Erh
13009 Gabpa
13008 Bag6
13004 Ttyh2
12999 Svip
12998 Gna11
12993 Septin1
12993 Inhba
12993 Yipf6
12989 A230077H06Rik
12983 Smoc1
12981 Cops8
12980 Vstm2l
12979 Ubxn6
12974 Prpf19
12967 Txn2
12964 Bub3
12964 Rplp2
12962 Spire2
12955 Lca5l
12950 Penk
12950 Nup133
12932 4930567K20Rik
12928 Ufc1
12921 Bcat2
12918 Ndufa7
12904 Col8a1
12902 Bivm
12900 Wdhd1
12891 Lrrc42
12886 2810013P06Rik
12884 Pcsk2os2
12884 Gng4
12883 Zfp668
12875 Stard5
12871 Ube2z
12870 Sephs1
12865 Gm11266
12863 Tamalin
12858 Slc27a4
12857 Arl1
12856 Mrpl45
12852 Fan1
12844 Pan2
12843 Spata2
12837 Sav1
12836 Lama3
12833 Rtraf
12832 Mtmr14
12831 Cript
12827 Tdp2
12819 Dars2
12812 Zswim7
12811 Sgf29
12808 Trir
12806 Ppil6
12803 Ccdc107
12796 Dhx33
12789 Pigt
12788 Zfp518a
12773 Pcgf2
12769 Pir
12764 Cox18
12761 Tmem184c
12759 Rpl35
12759 Larp6
12758 Gprc5b
12757 Def8
12755 Armcx3
12749 Gm20033
12748 4933407K13Rik
12745 2810032G03Rik
12741 Palld
12741 Tmem255a
12739 Mief1
12739 Smdt1
12738 Tspan12
12737 Nr4a3
12732 Zmat2
12724 Lbr
12723 Id2
12720 Lrrtm2
12719 Opa3
12715 Rcc2
12715 Gnai2
12714 Map2k7
12710 Syt10
12703 Nr4a2
12693 2900093K20Rik
12693 Nyap1
12693 Hgs
12690 Mynn
12687 Pnma8a
12687 Scn4b
12686 Tmsb10
12684 Chrd
12682 Pex19
12681 Wdr1
12679 Atrip
12673 Elmod2
12671 Pex6
12664 Nckap5l
12663 Ndufa4
12663 Slc22a4
12662 Fcf1
12656 Rhof
12656 Anln
12656 Ccar2
12655 Mocs2
12649 Urm1
12647 4921524J17Rik
12637 Wdr18
12636 Fdxr
12628 Gm12216
12627 Rpl36al
12627 Mdga1
12624 Ccdc157
12618 Terb1
12614 4933406C10Rik
12613 Commd4
12612 Gps1
12610 Mzt1
12608 Ccdc28b
12604 Rnf207
12604 Ddx21
12598 Commd7
12598 Tmed2
12594 4930532I03Rik
12580 Arl2
12578 Hs6st1
12578 AU041133
12573 Mrps25
12572 Apip
12571 Fbxo45
12569 Dusp15
12559 Pxn
12558 Snhg4
12555 Lman2
12554 Mlec
12554 Ikbkg
12553 Ppp1r8
12546 Rwdd4a
12542 Plbd2
12531 Mcf2
12530 Otud3
12526 Pcif1
12523 Ntn1
12522 Slx1b
12519 Hnmt
12519 Gm12709
12517 Gm16023
12517 Cry1
12509 Armcx5
12499 Rpia
12496 Zfp458
12495 Trdmt1
12493 Cox17
12491 Ndufb9
12483 Cast
12481 Aasdh
12469 Zfp706
12465 Il17d
12465 Efcab1
12463 Gm32793
12460 Arfrp1
12456 Nsfl1c
12455 Zfp37
12453 Ankrd29
12446 Pprc1
12442 Ache
12442 Selenoo
12434 Zbtb41
12434 Rdh13
12434 Smndc1
12431 Gpr149
12428 Socs4
12427 Mxd1
12426 Gucd1
12423 Kctd6
12420 Gm35438.1
12408 Ddx52
12407 Upf3a
12407 Mcm9
12403 Fndc5
12403 Pnma8c
12400 Tceanc2
12398 Zfp72
12395 Abhd14a
12394 Tmem216
12393 6530401F13Rik
12388 9330159M07Rik
12383 Nucb2
12367 Glis2
12365 Actr6
12362 Zbtb2
12362 Gng3
12358 Map1lc3a
12358 Flt1
12356 Osbpl7
12354 Ppp2r5d
12349 Park7
12348 Trim32
12345 Grhl1
12344 Eif3b
12344 Irf3
12338 H2az2
12333 Snrpa1
12324 Acp6
12323 Bpnt1
12322 Poldip2
12322 Trpc7
12321 Gm48239
12319 Uhrf1bp1
12315 Gm960
12313 Zfp267
12312 Gm33680
12307 Hcrtr2
12303 Efnb3
12293 Pgm2
12292 Dvl2
12292 Cldnd1
12284 Entrep1
12278 Rassf1
12273 Tdrkh
12271 Stn1
12268 Qsox1
12265 Pmm1
12261 Pdap1
12258 Rbm17
12257 Ctsa
12257 5430402O13Rik
12250 Tmco1
12250 Sun2
12249 Phyh
12249 Ttc9
12248 Nomo1
12243 Ltk
12241 Ncoa4
12239 Hsbp1
12238 Oxsr1
12236 9430091E24Rik
12216 ENSMUSG00000121500
12214 Mrpl53
12211 Rhbdd3
12210 ENSMUSG00000121495
12209 Ttc23
12208 Upf1
12205 Nucb1
12205 Bcl6
12204 Vwa3a
12202 BC065397
12198 A230072C01Rik
12193 Fastkd2
12189 Phykpl
12178 Pet100
12174 Nedd9
12171 Apbb3
12159 Lrrc57
12156 Zfp597
12154 Zbtb40
12152 Acvr2b
12150 Ubl5
12144 Srp19
12139 Gldc
